inform,15,multiple
purpose,45,multiple
//dsbb.imf.org,1,AaronPressman
dissemination,4,multiple
argentina,52,multiple
denmark,15,multiple
finland,7,multiple
ireland,43,multiple
italy,88,multiple
malaysia,98,multiple
mexico,118,multiple
netherlands,59,multiple
norway,70,multiple
peru,25,multiple
philippines,113,multiple
singapore,304,multiple
slovenia,9,multiple
thailand,136,multiple
britain,1459,multiple
croatia,5,multiple
france,825,multiple
hungary,41,multiple
poland,53,multiple
africa,169,multiple
sweden,56,multiple
turkey,19,multiple
austria,18,multiple
australia,821,multiple
belgium,37,multiple
chile,86,multiple
iceland,1,AaronPressman
israel,18,multiple
lithuania,1,AaronPressman
discussions,231,multiple
subscribe,16,multiple
mclenaghan,1,AaronPressman
frame,31,multiple
hitting,90,multiple
"335,073",1,AaronPressman
fifth,101,multiple
straight,78,multiple
quarterly,115,multiple
"266,149",1,AaronPressman
non-partisan,1,AaronPressman
"321,000",1,AaronPressman
sustained,34,multiple
samuel,18,multiple
gerdano,1,AaronPressman
filings,29,multiple
surpassed,9,multiple
suggests,38,multiple
surpass,13,multiple
hit,630,multiple
advanta,2,multiple
shocked,34,multiple
43,110,multiple
gerard,25,multiple
klauer,10,multiple
mattison,8,multiple
depressing,6,multiple
profits,1969,multiple
punched,3,multiple
stops,28,multiple
issuers,9,multiple
ended,595,multiple
hawaii,6,multiple
61,49,multiple
jump,124,multiple
closely,165,multiple
70,275,multiple
unsecured,2,multiple
debtor,4,multiple
forced,329,multiple
reorganizations,4,multiple
repaid,15,multiple
mounting,44,multiple
refutes,1,AaronPressman
implicated,15,multiple
comparisons,50,multiple
stephen,106,multiple
federation,85,multiple
bankrupt,27,multiple
"20,000",69,multiple
suddenly,33,multiple
claiming,43,multiple
cost-effective,13,multiple
soak,6,multiple
enact,15,multiple
switch,72,multiple
double-dipping,1,AaronPressman
proliferation,52,multiple
ed,34,multiple
willing,162,multiple
newly,71,multiple
installed,60,multiple
shuttered,5,multiple
operators,179,multiple
levying,1,AaronPressman
proliferated,1,AaronPressman
fifteen,4,multiple
one-third,82,multiple
34,102,multiple
320,40,multiple
1.14,15,multiple
99,39,multiple
comes,333,multiple
overflowing,1,AaronPressman
pyramid,13,multiple
//www.fraud.org,1,AaronPressman
collects,7,multiple
jodie,1,AaronPressman
bernstein,11,multiple
ftc,16,multiple
identifying,14,multiple
infancy,10,multiple
kept,219,multiple
visited,57,multiple
"370,000",1,AaronPressman
forwarded,1,AaronPressman
second-most-popular,1,AaronPressman
custom,8,multiple
memory,91,multiple
chips,179,multiple
boards,57,multiple
opportunities,331,multiple
con,2,multiple
artists,23,multiple
shares,3162,multiple
franchise,118,multiple
unreasonable,16,multiple
misrepresentations,2,multiple
rich,121,multiple
nationsbank,17,multiple
donated,18,multiple
sponsor,21,multiple
enhancing,39,multiple
traveling,6,multiple
tampered,4,multiple
certified,12,multiple
leap,39,multiple
blocked,74,multiple
stategic,1,AaronPressman
bilateral,66,multiple
cylink,1,AaronPressman
identity,34,multiple
senders,1,AaronPressman
signature,17,multiple
discovered,72,multiple
investigate,51,multiple
investigates,12,multiple
non-electronic,1,AaronPressman
mailers,1,AaronPressman
manually,1,AaronPressman
calculating,15,multiple
postage,2,multiple
mailings,5,multiple
mailer,2,multiple
hybrid,27,multiple
usurping,1,AaronPressman
performed,73,multiple
facilitated,3,multiple
railroads,32,multiple
aircraft,408,multiple
remember,32,multiple
returned,122,multiple
risked,11,multiple
lives,72,multiple
dangerous,57,multiple
duty,94,multiple
resiner,1,AaronPressman
refering,1,AaronPressman
airmail,1,AaronPressman
daring,34,multiple
alive,24,multiple
know,402,multiple
navigation,24,multiple
aids,65,multiple
watching,60,multiple
dynamics,22,multiple
elementary,11,multiple
students,50,multiple
kids,38,multiple
lacked,31,multiple
comparative,23,multiple
urban,66,multiple
illustrates,4,multiple
learning,20,multiple
casserly,1,AaronPressman
scholastic,1,AaronPressman
pull,78,multiple
cross-section,2,multiple
finish,68,multiple
doled,3,multiple
descriptive,1,AaronPressman
vanity,4,multiple
plates,4,multiple
confer,4,multiple
mid-december,34,multiple
beneficial,18,multiple
aired,10,multiple
minimizing,2,multiple
maher,11,multiple
hosted,11,multiple
england,184,multiple
govern,25,multiple
multiplying,3,multiple
hidden,34,multiple
assumption,36,multiple
geographical,24,multiple
boundaries,8,multiple
kaplan,2,multiple
onsale,3,multiple
auctions,52,multiple
merchandise,44,multiple
inherently,4,multiple
boundary-less,1,AaronPressman
originate,5,multiple
residents,132,multiple
out-of-state,2,multiple
sin,1,AaronPressman
gambling,20,multiple
alcohol,17,multiple
differ,20,multiple
mavens,1,AaronPressman
talking,166,multiple
transcends,1,AaronPressman
jonathan,17,multiple
cyberlaw,1,AaronPressman
column,23,multiple
medical,216,multiple
imagined,9,multiple
violations,42,multiple
feeding,20,multiple
sentiment,108,multiple
lexis-nexis,5,multiple
deluged,3,multiple
p-trak,1,AaronPressman
withdrew,29,multiple
desire,84,multiple
intrude,5,multiple
nascent,11,multiple
barring,13,multiple
heavyhanded,1,AaronPressman
pre-emptive,8,multiple
demonstrated,50,multiple
handicap,8,multiple
scheming,1,AaronPressman
prosecuting,1,AaronPressman
stark,13,multiple
projects,362,multiple
swindles,1,AaronPressman
rocked,56,multiple
interpretation,9,multiple
offing,6,multiple
overtake,9,multiple
howard,97,multiple
schneider,19,multiple
non-agricultural,2,multiple
commodities,87,multiple
flourishing,7,multiple
warrants,41,multiple
repurchase,61,multiple
unimpeded,1,AaronPressman
unscrupulous,1,AaronPressman
peddled,1,AaronPressman
rip,2,multiple
unsuspecting,1,AaronPressman
expanding,143,multiple
schemes,49,multiple
manager,546,multiple
hedge,21,multiple
investing,131,multiple
uphold,21,multiple
affirming,3,multiple
guilty,77,multiple
misconduct,8,multiple
wire,22,multiple
extreme,23,multiple
terrified,5,multiple
amicus,1,AaronPressman
brief,89,multiple
starr,8,multiple
whitewater,1,AaronPressman
clone,7,multiple
darn,3,multiple
troublesome,10,multiple
young,311,multiple
struggle,130,multiple
venue,19,multiple
r-in,1,AaronPressman
repercussions,8,multiple
ripped,12,multiple
defendants,24,multiple
accused,224,multiple
players,263,multiple
uneccessary,1,AaronPressman
advisor,27,multiple
clients,225,multiple
jeffrey,45,multiple
solicitor,2,multiple
prosecution,15,multiple
antonin,2,multiple
scalia,1,AaronPressman
sharp,202,multiple
rebuke,11,multiple
rehnquist,1,AaronPressman
prove,102,multiple
interjected,1,AaronPressman
stumpp,1,AaronPressman
friend-of-the-court,1,AaronPressman
briefs,1,AaronPressman
upheld,16,multiple
gigantic,8,multiple
throws,4,multiple
brooksley,1,AaronPressman
born,54,multiple
afterwards,21,multiple
rendering,7,multiple
verdict,86,multiple
abiding,3,multiple
lag,15,multiple
nervous,48,multiple
intercepted,7,multiple
transit,39,multiple
recipient,8,multiple
eavesdroppers,3,multiple
transmitting,12,multiple
brad,10,multiple
silverberg,1,AaronPressman
government-approved,2,multiple
barrier,30,multiple
lewis,58,multiple
platt,5,multiple
market-leading,3,multiple
liberalising,14,multiple
built-in,15,multiple
tabs,4,multiple
disabled,9,multiple
satisfy,27,multiple
shari,1,AaronPressman
focuses,26,multiple
strong-arming,1,AaronPressman
collectors,5,multiple
accordingly,8,multiple
'bit,1,AaronPressman
excise,16,multiple
manner,27,multiple
emulate,12,multiple
neutrality,10,multiple
fairness,15,multiple
simplicity,7,multiple
serves,30,multiple
struggling,163,multiple
kent,23,multiple
kpmg,25,multiple
peat,9,multiple
marwick,9,multiple
myriad,11,multiple
fast-paced,4,multiple
chaotic,22,multiple
buyers,348,multiple
sellers,61,multiple
complicating,10,multiple
evaders,1,AaronPressman
anonymity,55,multiple
mask,8,multiple
offshore,100,multiple
evasion,8,multiple
intends,62,multiple
//www.ustreas.gov,1,AaronPressman
flawed,14,multiple
backtracking,1,AaronPressman
doubt,167,multiple
demands,128,multiple
accepted,111,multiple
radically,14,multiple
greg,34,multiple
simon,48,multiple
internal,251,multiple
heidi,2,multiple
kukis,1,AaronPressman
attempting,26,multiple
safeguard,16,multiple
reveals,4,multiple
absolute,29,multiple
revolves,4,multiple
consist,7,multiple
scale,147,multiple
ibm,596,multiple
liberalize,4,multiple
browne,8,multiple
202,6,multiple
898-8312,1,AaronPressman
battling,45,multiple
occupation,46,multiple
unfavorable,4,multiple
redefined,2,multiple
thomas,137,multiple
injunction,31,multiple
blocking,32,multiple
merely,41,multiple
circumvent,5,multiple
profession,15,multiple
chastised,2,multiple
rescind,1,AaronPressman
refer,18,multiple
termed,17,multiple
behavior,7,multiple
surreptitious,1,AaronPressman
underhanded,1,AaronPressman
goulian,1,AaronPressman
improperly,7,multiple
emergency,92,multiple
conditions,424,multiple
fireworks,9,multiple
six-year-old,7,multiple
pitting,3,multiple
againt,1,AaronPressman
occupational,19,multiple
victory,141,multiple
statutory,8,multiple
"3,500",17,multiple
expelled,27,multiple
"25,000",45,multiple
brenda,1,AaronPressman
furlow,1,AaronPressman
appeal,275,multiple
aggressively,61,multiple
loses,23,multiple
schosberg,1,AaronPressman
stretched,27,multiple
recognition,66,multiple
pursues,3,multiple
advisers,83,multiple
ira,22,multiple
globally,22,multiple
censorship,6,multiple
principles,55,multiple
unites,3,multiple
totalled,122,multiple
hitch,3,multiple
train,67,multiple
covers,66,multiple
customs,82,multiple
echoes,3,multiple
stating,15,multiple
designated,18,multiple
duty-free,7,multiple
zone,60,multiple
violated,43,multiple
dictate,13,multiple
format,24,multiple
disagreeing,1,AaronPressman
characterisation,1,AaronPressman
animal,67,multiple
solver,1,AaronPressman
ideologue,15,multiple
polite,2,multiple
unclear,72,multiple
tell,126,multiple
optimistic,149,multiple
smiroldo,1,AaronPressman
revived,7,multiple
ambassador,61,multiple
detail,42,multiple
acceptable,51,multiple
break-in,1,AaronPressman
unidentified,27,multiple
gained,241,multiple
16,338,multiple
hate-filled,1,AaronPressman
diatribe,2,multiple
labelled,5,multiple
injustice,5,multiple
swastika,1,AaronPressman
adolf,7,multiple
hitler,11,multiple
pulled,70,multiple
plug,20,multiple
entry,179,multiple
vulnerable,70,multiple
compromised,5,multiple
connected,53,multiple
//www.usdoj.gov,1,AaronPressman
releases,26,multiple
publicly,107,multiple
graffiti,2,multiple
bert,12,multiple
brandenburg,1,AaronPressman
islam,3,multiple
man,294,multiple
"250,000",62,multiple
spectacularly,3,multiple
insecure,3,multiple
holes,26,multiple
documented,7,multiple
manufacturers,162,multiple
unauthorised,45,multiple
exploiting,11,multiple
motivated,12,multiple
anger,42,multiple
commercialization,1,AaronPressman
theme,51,multiple
non-hackers,1,AaronPressman
hopeless,2,multiple
layers,4,multiple
mentioned,58,multiple
advertises,7,multiple
disseminates,1,AaronPressman
identified,257,multiple
prevented,38,multiple
hole,25,multiple
heighten,10,multiple
ceiling,17,multiple
stolen,20,multiple
thunder,4,multiple
realities,11,multiple
converging,1,AaronPressman
checking,11,multiple
account-like,1,AaronPressman
underwriters,29,multiple
words,65,multiple
government-insured,1,AaronPressman
fret,5,multiple
insured,9,multiple
subsidy,26,multiple
giving,234,multiple
venture,640,multiple
delivering,44,multiple
walling,1,AaronPressman
eliminates,9,multiple
subsidization,1,AaronPressman
estate,257,multiple
mistake,16,multiple
thompson,47,multiple
brokerage,358,multiple
latitude,3,multiple
rachel,1,AaronPressman
robbins,2,multiple
welcome,113,multiple
rebuffed,13,multiple
unusual,63,multiple
religion,46,multiple
charecteristics,1,AaronPressman
ferret,1,AaronPressman
except,77,multiple
evaluate,31,multiple
b,290,multiple
economics,75,multiple
lawrence,8,multiple
lindsey,5,multiple
heartfelt,1,AaronPressman
characteristics,19,multiple
1977,17,multiple
described,224,multiple
conundrum,2,multiple
sees,174,multiple
associate,35,multiple
combat,71,multiple
useful,39,multiple
minority-owned,1,AaronPressman
unusually,25,multiple
creditors,56,multiple
associations,19,multiple
destinations,40,multiple
three-letter,1,AaronPressman
//www.gm.com,1,AaronPressman
authorised,24,multiple
journalist,25,multiple
tweaked,3,multiple
registering,3,multiple
mcdonalds.com,1,AaronPressman
fast-food,38,multiple
attained,5,multiple
prominence,7,multiple
belongs,10,multiple
authorize,3,multiple
interpret,13,multiple
susan,40,multiple
phillips,15,multiple
authorizes,1,AaronPressman
ranging,134,multiple
mortgage-backed,4,multiple
sorts,31,multiple
ineligible,2,multiple
chipping,4,multiple
handicapping,2,multiple
restated,16,multiple
neighborhood,2,multiple
trim,72,multiple
rule-making,1,AaronPressman
reductions,58,multiple
break-up,41,multiple
1984,92,multiple
supposted,1,AaronPressman
deep,121,multiple
cuts,421,multiple
recommend,40,multiple
excess,105,multiple
pockets,38,multiple
concede,16,multiple
prefer,50,multiple
gradual,44,multiple
reduction,123,multiple
neel,1,AaronPressman
oligopoly,2,multiple
lockstep,1,AaronPressman
market-based,2,multiple
entrants,40,multiple
gradually,91,multiple
caps,8,multiple
schedules,24,multiple
specify,48,multiple
relating,32,multiple
interstate,22,multiple
isps,5,multiple
kevin,32,multiple
smother,1,AaronPressman
exactly,62,multiple
jill,10,multiple
lesser,11,multiple
seeks,62,multiple
foward,6,multiple
replaces,11,multiple
mollify,3,multiple
printing,56,multiple
severely,38,multiple
string,75,multiple
forty,4,multiple
zeros,1,AaronPressman
eligible,39,multiple
one-time,70,multiple
transamission,1,AaronPressman
non-key,1,AaronPressman
56,79,multiple
exportable,11,multiple
six-month,11,multiple
renewable,5,multiple
manufacturer,79,multiple
commits,1,AaronPressman
producing,119,multiple
submission,10,multiple
committments,3,multiple
state-of-the,4,multiple
art,61,multiple
128-bit,4,multiple
treated,48,multiple
set-top,25,multiple
box,70,multiple
surfing,9,multiple
television,904,multiple
applicant,4,multiple
license,67,multiple
helping,111,multiple
criteria,49,multiple
listed,206,multiple
remaking,3,multiple
landscape,34,multiple
newt,19,multiple
gingrich,28,multiple
reelection,4,multiple
speaker,31,multiple
leadership,252,multiple
beneficiaries,14,multiple
maximize,8,multiple
efficiencies,31,multiple
eroding,12,multiple
dec,11,multiple
garner,3,multiple
repeal,40,multiple
incidental,2,multiple
broker,229,multiple
grandfathering,1,AaronPressman
transferring,17,multiple
castle,23,multiple
delaware,5,multiple
lazio,2,multiple
daily,452,multiple
//www.house.gov/banking/,1,AaronPressman
violation,28,multiple
philip,198,multiple
challenged,58,multiple
infringed,9,multiple
constitutional,46,multiple
object,22,multiple
marilyn,4,multiple
patel,1,AaronPressman
d.c.,21,multiple
hoping,147,multiple
wade,1,AaronPressman
midst,34,multiple
six-year,16,multiple
decides,26,multiple
dissolved,8,multiple
broken,103,multiple
less-efficient,1,AaronPressman
tim,37,multiple
court-ordered,1,AaronPressman
extremely,131,multiple
erase,3,multiple
oral,19,multiple
summer,249,multiple
settled,79,multiple
gets,117,multiple
judicial,41,multiple
angered,45,multiple
tax-exempt,3,multiple
posed,26,multiple
wound,13,multiple
ordered,178,multiple
stop,208,multiple
accepting,55,multiple
partially,32,multiple
suspended,218,multiple
declines,66,multiple
v,12,multiple
et,28,multiple
mind-boggling,1,AaronPressman
fueled,20,multiple
ceo,86,multiple
subsidize,4,multiple
mind,88,multiple
boggling,1,AaronPressman
fuelled,86,multiple
subsidise,8,multiple
prospects,246,multiple
bright,61,multiple
far-reaching,17,multiple
upset,31,multiple
actively,79,multiple
feeling,61,multiple
reformed,9,multiple
maybe,105,multiple
spurred,42,multiple
aetna,5,multiple
movement,203,multiple
indication,86,multiple
omens,1,AaronPressman
conglomeration,1,AaronPressman
consolidating,50,multiple
pushes,8,multiple
prolong,5,multiple
feels,30,multiple
fully,217,multiple
concentrate,75,multiple
debatable,4,multiple
assumptions,20,multiple
lined,24,multiple
guns,18,multiple
representing,86,multiple
busily,5,multiple
reworking,2,multiple
faction,4,multiple
recommending,18,multiple
pressing,59,multiple
front,182,multiple
carries,42,multiple
weight,72,multiple
brewing,78,multiple
choosing,35,multiple
path,43,multiple
amongst,11,multiple
contrast,81,multiple
alarms,6,multiple
veteran,107,multiple
advocate,19,multiple
ralph,12,multiple
conglomerates,60,multiple
dominate,52,multiple
distortion,4,multiple
adverse,29,multiple
productivity,102,multiple
consolidation,217,multiple
recieve,1,AaronPressman
rancour,3,multiple
difficulty,53,multiple
quick,130,multiple
applicants,36,multiple
explosion,59,multiple
tool,40,multiple
afforded,2,multiple
length,22,multiple
smallest,40,multiple
ian,90,multiple
goldberg,6,multiple
sofware,2,multiple
40-bits,1,AaronPressman
glenwood,1,AaronPressman
maryland-based,5,multiple
attacks,94,multiple
shown,144,multiple
lipner,1,AaronPressman
computerized,4,multiple
refers,20,multiple
discussion,94,multiple
ambassadors,1,AaronPressman
quelling,2,multiple
standards-setting,3,multiple
store,257,multiple
info,2,multiple
joining,93,multiple
emphasising,5,multiple
recreation,3,multiple
entertainment,181,multiple
desiring,1,AaronPressman
nomenclature,1,AaronPressman
"4,000",61,multiple
consensus-building,1,AaronPressman
outcry,18,multiple
arose,15,multiple
attain,10,multiple
setters,1,AaronPressman
rendered,2,multiple
battles,44,multiple
attorneys,86,multiple
terry,18,multiple
specialist,95,multiple
winthrop,18,multiple
stimson,1,AaronPressman
putnam,3,multiple
roberts,40,multiple
establishing,30,multiple
dole,9,multiple
auspices,15,multiple
"80,000",29,multiple
viability,20,multiple
integrity,36,multiple
//www.iahc.org/draft-iahc-recommend-00.html,1,AaronPressman
spar,1,AaronPressman
motor,277,multiple
bankamerica,8,multiple
high-level,39,multiple
ceos,3,multiple
capitalized,2,multiple
food,500,multiple
reportedly,35,multiple
meetings,151,multiple
represented,84,multiple
agricultural,105,multiple
gropups,1,AaronPressman
feb,14,multiple
afl-cio,12,multiple
drag,44,multiple
century,300,multiple
reinstatement,9,multiple
trusts,28,multiple
monopolies,90,multiple
conglomerate,132,multiple
earnest,9,multiple
sat,27,multiple
subcommitee,1,AaronPressman
r.-n.y.,1,AaronPressman
premise,5,multiple
seem,104,multiple
entity,39,multiple
span,12,multiple
devil,3,multiple
tearing,7,multiple
freed,28,multiple
metropolitan,58,multiple
spoke,69,multiple
shaken,25,multiple
modern,76,multiple
patchwork,1,AaronPressman
freely,14,multiple
staunchly,6,multiple
forbidden,24,multiple
joseph,90,multiple
laid,76,multiple
citing,137,multiple
distort,6,multiple
anticompetitive,7,multiple
threaten,40,multiple
heartily,1,AaronPressman
knee-deep,2,multiple
proved,63,multiple
57,74,multiple
matt,13,multiple
fink,1,AaronPressman
specialised,26,multiple
relevent,1,AaronPressman
specialized,8,multiple
locking,3,multiple
forth,15,multiple
acronym,1,AaronPressman
tweaking,2,multiple
patrick,41,multiple
unsure,17,multiple
internet-related,8,multiple
authored,2,multiple
scuffle,1,AaronPressman
breaking,58,multiple
foreshadow,3,multiple
overriding,9,multiple
imposes,6,multiple
towns,34,multiple
pushing,128,multiple
successful,237,multiple
restrictive,18,multiple
banks-in-insurance,1,AaronPressman
urgently,4,multiple
wasteful,3,multiple
pointless,2,multiple
fired,61,multiple
preempting,2,multiple
writing,52,multiple
burdensome,4,multiple
personnel,83,multiple
avert,9,multiple
atlanta,71,multiple
spreads,27,multiple
undermines,2,multiple
behave,8,multiple
reaction,123,multiple
failure,173,multiple
burnham,31,multiple
lambert,18,multiple
1980s,200,multiple
collapse,115,multiple
cascade,41,multiple
failures,57,multiple
lent,20,multiple
liquidated,9,multiple
orderly,20,multiple
fashion,33,multiple
crises,7,multiple
occasions,16,multiple
breakout,4,multiple
stem,53,multiple
atomic,6,multiple
erosion,38,multiple
returning,82,multiple
nuclear,159,multiple
analogy,2,multiple
obsolete,14,multiple
partly,193,multiple
evolves,3,multiple
periodically,16,multiple
y,8,multiple
stuff,26,multiple
unbelievable,13,multiple
elaborating,17,multiple
alters,4,multiple
strip,28,multiple
workings,7,multiple
chagrined,1,AaronPressman
disappear,20,multiple
divided,44,multiple
entrusted,7,multiple
preventing,33,multiple
contradictory,7,multiple
institutional,204,multiple
less-sophisticated,2,multiple
retail,502,multiple
appropriately,17,multiple
pro-market,3,multiple
etcetera,3,multiple
housekeeping,1,AaronPressman
seal,19,multiple
stamped,3,multiple
reconsider,21,multiple
appellate,9,multiple
delaying,27,multiple
delineate,1,AaronPressman
schaefer,1,AaronPressman
everywhere,19,multiple
winners,64,multiple
schaeffer,5,multiple
ogilvie,2,multiple
enfocement,1,AaronPressman
upcoming,46,multiple
affects,14,multiple
"3,600",5,multiple
walter,100,multiple
instability,34,multiple
persons,8,multiple
diversification,20,multiple
tiny,109,multiple
grew,208,multiple
throw,41,multiple
lose,175,multiple
daniel,63,multiple
mica,2,multiple
exempting,1,AaronPressman
japanese,616,multiple
yen,448,multiple
recogized,1,AaronPressman
mercantile,63,multiple
requested,56,multiple
believed,295,multiple
overregulated,2,multiple
stayed,24,multiple
inter-bank,1,AaronPressman
small-scale,11,multiple
pursued,19,multiple
'transactions,1,AaronPressman
stevens,33,multiple
persuaded,9,multiple
narrower,4,multiple
sided,6,multiple
delighted,37,multiple
wrongdoing,24,multiple
dwarfed,10,multiple
unsuccessfully,13,multiple
constituted,12,multiple
note,114,multiple
dan,195,multiple
waldman,1,AaronPressman
amending,6,multiple
underlines,9,multiple
andy,26,multiple
sens,1,AaronPressman
dick,12,multiple
r-ind.,1,AaronPressman
d-vt.,1,AaronPressman
harkin,1,AaronPressman
d-iowa,1,AaronPressman
proceed,77,multiple
invited,50,multiple
recognising,12,multiple
secret,85,multiple
transmitted,18,multiple
impossible,83,multiple
administrations,3,multiple
supplier,166,multiple
restrict,36,multiple
posing,7,multiple
terrorist,21,multiple
obstruct,5,multiple
signalled,55,multiple
displeasure,1,AaronPressman
balance,331,multiple
door,154,multiple
hailed,56,multiple
fastest-growing,21,multiple
holleyman,1,AaronPressman
apple,837,multiple
czech,1177,multiple
crowns,407,multiple
crown,453,multiple
prague,498,multiple
deficit,387,multiple
index,574,multiple
bourse,118,multiple
inflation,469,multiple
klaus,410,multiple
csu,110,multiple
banka,156,multiple
martin,303,multiple
czechs,166,multiple
match,153,multiple
republic,304,multiple
imports,450,multiple
spt,56,multiple
elections,232,multiple
warsaw,49,multiple
42-2-2423-0003,106,multiple
px50,42,multiple
minister,943,multiple
above,405,multiple
budapest,42,multiple
forecast,702,multiple
bratislava,37,multiple
pse,43,multiple
cnb,141,multiple
ods,111,multiple
ing,136,multiple
ferreira,33,AlanCrosby
europe,959,multiple
year-on-year,121,multiple
jan,97,multiple
komercni,92,multiple
ljubljana,30,AlanCrosby
dealers,157,multiple
team,318,multiple
bucharest,29,multiple
seats,191,multiple
ministry,736,multiple
henman,28,AlanCrosby
vaclav,157,multiple
wood,75,multiple
patria,44,multiple
seed,51,multiple
becker,28,multiple
trader,465,multiple
european,953,multiple
steady,188,multiple
ranked,60,multiple
game,203,multiple
gap,135,multiple
turnout,62,multiple
scp,23,AlanCrosby
boris,64,multiple
barings,130,multiple
industrial,445,multiple
shortfall,78,multiple
korda,23,AlanCrosby
play,233,multiple
telecom,585,multiple
western,720,multiple
cez,72,multiple
weekend,231,multiple
turnover,282,multiple
cesi,21,AlanCrosby
wage,209,multiple
gdp,90,multiple
a.s.,128,multiple
forecasts,398,multiple
sax,22,multiple
body,364,multiple
cup,71,multiple
6-4,20,AlanCrosby
prinosil,20,AlanCrosby
edged,80,multiple
sykora,21,multiple
economists,142,multiple
radegast,19,AlanCrosby
machinery,60,multiple
bux,18,AlanCrosby
highs,94,multiple
blue,92,multiple
consecutive,62,multiple
dollar/mark,22,multiple
petr,33,multiple
tour,125,multiple
spain,121,multiple
seeing,172,multiple
sbi,17,AlanCrosby
traders,594,multiple
pushed,143,multiple
midpoint,19,multiple
parity,55,multiple
wrist,18,multiple
slump,81,multiple
zagreb,16,AlanCrosby
volumes,197,multiple
brokers,387,multiple
correction,69,multiple
candidates,170,multiple
pavel,28,multiple
wig,15,AlanCrosby
again,488,multiple
mid-point,20,multiple
saturday,327,multiple
downtrend,16,multiple
parliament,297,multiple
british,2476,multiple
german,212,multiple
sporitelna,62,multiple
output,486,multiple
profit-taking,70,multiple
mcdonnell,203,multiple
douglas,216,multiple
6-3,14,AlanCrosby
atp,14,AlanCrosby
tournament,21,multiple
upper,78,multiple
bit,281,multiple
tight,200,multiple
gomez,40,multiple
commitment,118,multiple
shareholder,487,multiple
fall,578,multiple
test,167,multiple
7-6,13,AlanCrosby
damm,13,AlanCrosby
nine-month,31,multiple
all-time,62,multiple
year-end,91,multiple
target,492,multiple
kupka,20,multiple
10.5,69,multiple
economies,113,multiple
ostrava,13,multiple
import,224,multiple
nato,90,multiple
played,125,multiple
ivanisevic,12,AlanCrosby
sepap,12,AlanCrosby
eastern,171,multiple
centre-right,41,multiple
226.34,11,AlanCrosby
thin,52,multiple
privatisation,405,multiple
base,468,multiple
cpi,18,multiple
heart,142,multiple
bullish,98,multiple
downturn,70,multiple
materials,145,multiple
jiri,34,multiple
winner,88,multiple
indoor,14,multiple
african,102,multiple
civic,69,multiple
81,40,multiple
zivnostenska,14,multiple
sa,219,multiple
gmt,273,multiple
monthly,111,multiple
soccer,77,multiple
holds,219,multiple
championship,25,multiple
ceska,44,multiple
throughout,190,multiple
looked,131,multiple
ipb,41,multiple
bull,60,multiple
bse,16,multiple
falling,216,multiple
raw,121,multiple
teams,67,multiple
sofia,10,AlanCrosby
spot,109,multiple
seventh,31,multiple
boosted,156,multiple
weakening,21,multiple
12-share,9,AlanCrosby
pct,29,multiple
425.9,9,AlanCrosby
"7,725.2",9,AlanCrosby
"1,557.91",9,AlanCrosby
150.4,9,AlanCrosby
"1,589.18",9,AlanCrosby
"20,760.3",9,AlanCrosby
"1,598.02",9,AlanCrosby
28/1994,9,AlanCrosby
"1,002.4",9,AlanCrosby
7/1994,9,AlanCrosby
402.3,9,AlanCrosby
characterised,24,multiple
rebound,41,multiple
plagued,36,multiple
lure,40,multiple
managers,251,multiple
month-on-month,12,multiple
discount,153,multiple
janacek,17,multiple
season,354,multiple
increases,228,multiple
sixth,42,multiple
heavy,458,multiple
95.7,13,multiple
competitiveness,64,multiple
london-based,69,multiple
closing,183,multiple
fighter,73,multiple
hornet,12,multiple
planes,137,multiple
training,93,multiple
nominal,29,multiple
novak,12,multiple
striker,10,multiple
mate,9,AlanCrosby
stich,9,AlanCrosby
runoff,25,multiple
autumn,47,multiple
attitude,74,multiple
factors,138,multiple
winning,126,multiple
parliamentary,86,multiple
582.0,8,AlanCrosby
most-capitalised,8,AlanCrosby
voucher,11,multiple
minimum,160,multiple
translate,21,multiple
equities,139,multiple
worth,668,multiple
berger,9,multiple
flood,52,multiple
housing,196,multiple
surplus,164,multiple
devaluation,42,multiple
reserves,290,multiple
polish,20,multiple
luring,13,multiple
talk,270,multiple
widening,52,multiple
eurobonds,20,multiple
bid,1380,multiple
active,282,multiple
deficits,38,multiple
eurobond,15,multiple
intervention,49,multiple
korous,14,multiple
raul,13,multiple
6-2,8,AlanCrosby
eighth,23,multiple
wimbledon,8,AlanCrosby
wayne,76,multiple
150-160,8,AlanCrosby
mill,46,multiple
constituencies,29,multiple
bearish,33,multiple
steam,25,multiple
shareholders,1241,multiple
hungarian,12,multiple
oil,1128,multiple
mol,7,AlanCrosby
3.1,52,multiple
woes,56,multiple
unofficial,24,multiple
dominated,122,multiple
croatian,7,AlanCrosby
"1,544.70",7,AlanCrosby
891.93,7,AlanCrosby
bottom,148,multiple
short-term,192,multiple
0.5,41,multiple
8.6,39,multiple
8.7,33,multiple
8.8,23,multiple
accounted,120,multiple
slowing,93,multiple
trades,80,multiple
skoda,139,multiple
kamil,14,multiple
upturn,50,multiple
off-market,7,AlanCrosby
transparent,32,multiple
miroslav,24,multiple
improvement,263,multiple
fans,76,multiple
poborsky,7,AlanCrosby
player,188,multiple
games,113,multiple
annual,828,multiple
unchanged,187,multiple
slower,91,multiple
consistently,65,multiple
year-highs,7,AlanCrosby
turning,113,multiple
citibank,56,multiple
london,1060,multiple
